UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:26:58,57037,31.7656,0.99989   0.0047696   0.0053599   -0.012884,0.53862     0.62119     -1.4735,0.0040398   0.0011683  -0.0014362,0.0065613   0.0095978   0.0016985,-0.099487     0.10193      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:26:92,57038,31.7656,0.99989   0.0046929   0.0054171   -0.013072,0.52964     0.62772     -1.4951,-0.0005331   0.0057755 -0.00044799,0.0029469   0.0020256  0.00056076,-0.10449    0.092285      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:27:26,57039,31.7656,0.99989   0.0046321   0.0054613   -0.013027,0.52263     0.63268       -1.49,0.0021343   0.0038967 -0.00094652,0.0063858   0.0036583   0.0022068,-0.10175    0.093079      9.7813,0  0  0,0  0  0,0  0  0,213,-37,
13:23:27:60,57040,31.7656,0.99989   0.0046058   0.0054815   -0.013111,0.51954     0.63499     -1.4996,-0.0003655   0.0051308 -0.00020397,-0.0036774    0.014359  -0.0056458,-0.11255     0.10266      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:27:94,57041,31.7656,0.99989   0.0045995   0.0054851   -0.013045,0.51884     0.63536     -1.4921,0.0033646   0.0023003  -0.0011387,0.005291  0.00030375  -0.0060577,-0.10297    0.089111      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:28:28,57042,31.75,0.99989   0.0047377   0.0053525   -0.013036,0.53488     0.62037      -1.491,0.0025558   0.0032063  -0.0011053,0.00014448   0.0012407   0.0048027,-0.10577    0.092651      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:28:62,57043,31.75,0.99989   0.0047566   0.0053231   -0.013037,0.5371     0.61703     -1.4912,0.0022297   0.0032253  -0.0010653,0.0040588  -0.0043259  -0.0066376,-0.10107    0.087463      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:28:96,57044,31.75,0.99989   0.0048301   0.0052408   -0.013041,0.54563     0.60772     -1.4916,0.0012579   0.0043373  -0.0009222,-0.0097122   3.773e-05  -0.0083618,-0.1134    0.092773      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:29:30,57045,31.75,0.99989   0.0048056   0.0052723   -0.013139,0.54272     0.61134     -1.5029,0.0025921    0.002676  -0.0015574,-0.0067749  -0.0022144 -0.00014305,-0.11096    0.090332      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:29:64,57046,31.75,0.99989   0.0047532   0.0053092   -0.013236,0.5366     0.61554      -1.514,0.0004158   0.0047188 -0.00046849,-0.0006814   0.0020847  -0.0093842,-0.10583    0.093445      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
